,date,tweet,vader_neg,vader_neu,vader_pos,vader_compound,tweet_clean
597,18/11/2020,So the Belanjawan 2021 will be finalised and announce by?,0,1,0,0,belanjawan 2021 finalised announce
598,17/11/2020,"He is good at parroting concepts, and in contradicting his own points as he speaks. The Belanjawan 2021 has little to offer in job creation, only lofty targets of 500,000 jobs, and lots of training programs, conveniently ignoring the fact that employers are already closing shop.",0.096,0.808,0.096,0,good parroting concepts contradicting points speaks belanjawan 2021 little offer job creation lofty targets 500000 jobs lots training programs conveniently ignoring fact employers already closing shop
599,17/11/2020,New police law sets OND as entry qualification   https://t.co/YLlGKM4jxD #Belanjawan2021 #tuesdayvibe #tuesdaymotivations #Tuesday @PoliceNG #EndSARS #EndSARSProtest,0,1,0,0,new police law sets ond entry qualification belanjawan2021 tuesdayvibe tuesdaymotivations tuesday policeng endsars endsarsprotest
600,17/11/2020,"Sometimes i do think of how tomorrow might be, what are you guys thinking???  We have enough resources to make us rich, don't blame government,because you too you have your phone and you're still poor!!  Invest online today and make money #EndSARS  #Belanjawan2021",0.063,0.798,0.138,0.5661,sometimes think tomorrow might guys thinking enough resources make us rich dont blame governmentbecause phone youre still poor invest online today make money endsars belanjawan2021
601,17/11/2020,"Sensors in the water and wastewater treatment industries are an emerging technology market area, forecast to grow to $2Bn in 2030. These sensors will make up the wider application of IoT devices in cities.#Magicalkenya #Belanjawan2021",0,1,0,0,sensors water wastewater treatment industries emerging technology market area forecast grow 2bn 2030 sensors make wider application iot devices citiesmagicalkenya belanjawan2021
602,17/11/2020,"BREAKING: 20,000 members, APP Chair, others decamp to PDP in Ebonyi  https://t.co/CFaxpsMwIS #tuesdayvibe #tuesdaymotivations #EndSARS #EndBadGovernanceinNIGERIA @OfficialPDPNig @PDPVanguard #Belanjawan2021",0,1,0,0,breaking 20000 members app chair others decamp pdp ebonyi tuesdayvibe tuesdaymotivations endsars endbadgovernanceinnigeria officialpdpnig pdpvanguard belanjawan2021
603,17/11/2020,"BREAKING: 20,000 members, APP Chair, others decamp to PDP in Ebonyi   https://t.co/grBKf32G9J #Belanjawan2021 #tuesdayvibe #tuesdaymotivations #EndSARS #endsarsbrutalitynow",0,1,0,0,breaking 20000 members app chair others decamp pdp ebonyi belanjawan2021 tuesdayvibe tuesdaymotivations endsars endsarsbrutalitynow
604,17/11/2020,"Ongoing recruitment at North East Regional Initiative (NERI) Nigeria  Locations: Jos &amp; Kaduna   Deadline: 27th November, 2020  Click link to Apply: https://t.co/JG0ptvAwbu via @Pinnaclereports   #ElectionDay #Belanjawan2021 #DelayMDCAT2020 #Halalan2022 #BiharElectionResults #jobse",0,1,0,0,ongoing recruitment north east regional initiative neri nigeria locations jos kaduna deadline 27th november 2020 click link apply via pinnaclereports electionday belanjawan2021 delaymdcat2020 halalan2022 biharelectionresults jobse
605,17/11/2020,Kano government awards N1.24b metropolitan road contract  https://t.co/DqbFcnWVDI  #Belanjawan2021 #tuesdayvibe #tuesdaymotivations #TuesdayShoutout,0,0.786,0.214,0.4588,kano government awards n124b metropolitan road contract belanjawan2021 tuesdayvibe tuesdaymotivations tuesdayshoutout
606,17/11/2020,Kano government awards N1.24b metropolitan road contract   https://t.co/6ihuLQkl61 #Belanjawan2021 #EndSARS #tuesdayvibe #tuesdaymotivations #tuesday @TheNationNews,0,0.812,0.188,0.4588,kano government awards n124b metropolitan road contract belanjawan2021 endsars tuesdayvibe tuesdaymotivations tuesday thenationnews
607,17/11/2020,@Bet9jaOfficial @Bet9jaHelp  fund my account now or what's all this now 😡 #Belanjawan2021 #osibanjo #cutlass,0,1,0,0,bet9jaofficial bet9jahelp fund account whats 😡 belanjawan2021 osibanjo cutlass
608,17/11/2020,Funza Lushaka Bursary Programme 2021 #bursarypost #tuesdayvibe #FunzaLushaka #earthquake #Belanjawan2021 #JusticeForAishwarya  https://t.co/hPGABwJo27,0,1,0,0,funza lushaka bursary programme 2021 bursarypost tuesdayvibe funzalushaka earthquake belanjawan2021 justiceforaishwarya
609,17/11/2020,"So, basically nothing is done lah! Mr I-have-the-numbers still not PM. No vote of No Confidence. Belanjawan 2021 still stands at version 0.0. No efforts to find compromise. The hope of change we got 2.5 years ago, could be cripple by one dinner, and we are back 2 the blaming game",0.054,0.741,0.205,0.7879,basically nothing done lah mr ihavethenumbers still pm vote confidence belanjawan 2021 still stands version 00 efforts find compromise hope change got 25 years ago could cripple one dinner back 2 blaming game
610,17/11/2020,@bernamadotcom Gone are the days you can bulldoze thru bills like #Belanjawan2021 time to work with opposition to compromise like they do in USA since you claiming shutdown like there. #Budget2021,0,0.789,0.211,0.7579,bernamadotcom gone days bulldoze thru bills like belanjawan2021 time work opposition compromise like usa since claiming shutdown like budget2021
612,17/11/2020,@mkini_bm @zulnine09 Tolak #KerajaanPintuBelakang @MuhyiddinYassin  Tolak #Belanjawan2021 @MOFmalaysia  @tzafrul_aziz   Its NOW or NEVER @pakatanharapan_ !,0,1,0,0,mkinibm zulnine09 tolak kerajaanpintubelakang muhyiddinyassin tolak belanjawan2021 mofmalaysia tzafrulaziz never pakatanharapan
613,17/11/2020,"@VANIMANIAM @InjangNation of course government will shut down if belanjawan2021 is not approved. what everyone is complaining is the fund allocation in the belanjawan. Once it is amended, go ahead and approve",0.121,0.879,0,-0.4822,vanimaniam injangnation course government shut belanjawan2021 approved everyone complaining fund allocation belanjawan amended go ahead approve
614,17/11/2020,@TSVigneswaranSA @DatukSaravanan @OnlineMIC @MIC_Malaysia in case you don't understand.  Kipas @MuhyiddinYassin lagi... tolak #Belanjawan2021,0,1,0,0,tsvigneswaransa datuksaravanan onlinemic micmalaysia case dont understand kipas muhyiddinyassin lagi tolak belanjawan2021
615,17/11/2020,‘Government Shutdown’ jika #Belanjawan2021 tidak lulus  ⓘ  𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹 𝘀𝗼𝘂𝗿𝗰𝗲𝘀 𝘀𝘁𝗮𝘁𝗲𝗱 𝘁𝗵𝗮𝘁 𝗶𝘀 𝗺𝗶𝘀𝗹𝗲𝗮𝗱𝗶𝗻𝗴,0,1,0,0,government shutdown jika belanjawan2021 tidak lulus ⓘ 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹 𝘀𝗼𝘂𝗿𝗰𝗲𝘀 𝘀𝘁𝗮𝘁𝗲𝗱 𝘁𝗵𝗮𝘁 𝗶𝘀 𝗺𝗶𝘀𝗹𝗲𝗮𝗱𝗶𝗻𝗴
616,17/11/2020,"@tg_haslinda Is KWSP part of budget? I don't think so, they can approve KWSP or Loan monotorium it doesn't make any difference. #Belanjawan2021 is survival budget and no MP in parliament should support this",0.061,0.864,0.075,0.128,tghaslinda kwsp part budget dont think approve kwsp loan monotorium doesnt make difference belanjawan2021 survival budget mp parliament support
617,17/11/2020,‘Economy will keep getting better’  https://t.co/fd8gqSxYIY   #Belanjawan2021 #mostikongsi,0,1,0,0,economy keep getting better belanjawan2021 mostikongsi
618,17/11/2020,Budget 2021: 'Malaysia on path to economic recovery'  https://t.co/pGFk6DTMFk   #Belanjawan2021 #mostikongsi,0,1,0,0,budget 2021 malaysia path economic recovery belanjawan2021 mostikongsi
619,17/11/2020,take what najib said and remove the huge amount for jasa then everyone in dewan rakyat will agree with belanjawan 2021,0,0.798,0.202,0.5859,take najib said remove huge amount jasa everyone dewan rakyat agree belanjawan 2021
620,17/11/2020,Go things come to those who hustle #Belanjawan2021 #DelayMDCAT2020 #fourseasonslandscaping #CancelTheLockdown #brackenfellhigh #5DaysBanking #DowningStreetBriefing #GilgitBaltistanWithPTI #GilgitBaltistanWithPTI #EricaPepperDem #GullibleWhiteMaleTrumpVoters #Bitcoin  https://t.co/6XidZxrTRP,0,1,0,0,go things come hustle belanjawan2021 delaymdcat2020 fourseasonslandscaping cancelthelockdown brackenfellhigh 5daysbanking downingstreetbriefing gilgitbaltistanwithpti gilgitbaltistanwithpti ericapepperdem gulliblewhitemaletrumpvoters bitcoin
622,17/11/2020,"With the crisis mindset,our National Budget Director @JohanMerican  calls upon corporates to work together and play our part to ensure continuity, and embrace the new normal in digitalisation @PwC_Malaysia  #MYPwCBudget #Belanjawan2021  https://t.co/bn34IW21Vc",0.104,0.711,0.185,0.296,crisis mindsetour national budget director johanmerican calls upon corporates work together play part ensure continuity embrace new normal digitalisation pwcmalaysia mypwcbudget belanjawan2021
623,17/11/2020,"“We are certainly open to working with industry groups and we welcome proposals to use funds to reskill and upskill employees”, examples are collaboration with @mdec for GBS sector says @JohanMerican at @PwC_Malaysia #MYPwCBudget webinar #Belanjawan2021  https://t.co/NHQC1rbnMn",0,0.866,0.134,0.6597,certainly open working industry groups welcome proposals use funds reskill upskill employees examples collaboration mdec gbs sector says johanmerican pwcmalaysia mypwcbudget webinar belanjawan2021
624,17/11/2020,"Our #Budget2021 Webinar went virtual this year. Tax Leader, Jagdev, kicked off the 1/2 day session with a lively discussion with @JohanMerican of @MOFmalaysia about the thinking behind #Belanjawan2021. TQ for sharing your insights with our audience, Johan. #MYPwCBudget  https://t.co/TfLQuDcHKc",0,0.867,0.133,0.6908,budget2021 webinar went virtual year tax leader jagdev kicked 12 day session lively discussion johanmerican mofmalaysia thinking behind belanjawan2021 tq sharing insights audience johan mypwcbudget
625,17/11/2020,"An unprecedented budget, explains @JohanMerican of @MOFmalaysia in his dialogue with our Tax Leader, Jagdev at @PwC_Malaysia Budget Webinar.   Happening now!   #PwCMYBudget #Belanjawan2021  https://t.co/jYNaGMtkeb",0,1,0,0,unprecedented budget explains johanmerican mofmalaysia dialogue tax leader jagdev pwcmalaysia budget webinar happening pwcmybudget belanjawan2021
626,16/11/2020,CONGRATS TO THOSE YESTERDAY WINNERS First 100 people to comment FEMA will receive the payment of $1500 into there cashapp account just like the company did yesterday #Belanjawan2021 #5DaysBanking #stayconnected #2020ElectionThoughts #DelayMDCAT2020 #AbolishTheElectoralCollege  https://t.co/qTUAjCfJCk,0,0.748,0.252,0.8877,congrats yesterday winners first 100 people comment fema receive payment 1500 cashapp account like company yesterday belanjawan2021 5daysbanking stayconnected 2020electionthoughts delaymdcat2020 abolishtheelectoralcollege
627,16/11/2020,"1000sqm for sale at Lugbe federal housing, Abuja  title: R of O price: 15m  contact 08155887915  kindly RT #Abuja #QuickOne #kingLaycon #Belanjawan2021 #DontGetComplacent #OmahLay Send a DM",0,0.878,0.122,0.4939,1000sqm sale lugbe federal housing abuja title r price 15m contact 08155887915 kindly rt abuja quickone kinglaycon belanjawan2021 dontgetcomplacent omahlay send dm
628,16/11/2020,@Mr_Bong12 Now tats the thing bro. People are not aware of this dirty politics. I agree we have a big majority of Malay but that doesnt mean the others can be neglected. Less than 5% from #Belanjawan2021 is allocated for the minority group. How is this okayh in Malaysia?,0.129,0.837,0.033,-0.7217,mrbong12 tats thing bro people aware dirty politics agree big majority malay doesnt mean others neglected less 5 belanjawan2021 allocated minority group okayh malaysia
629,16/11/2020,Maybe the more pertinent infographic  should be on what would happen if you withdraw your EPF now and the projected savings in the future. #Belanjawan2021,0,1,0,0,maybe pertinent infographic would happen withdraw epf projected savings future belanjawan2021
630,16/11/2020,TODAY'S FIXED MATCHES AVAILABLE  ODD IS 100.1 NO CHANCE OF LOSING! CALL MR. SABASTINE OUR REGIONAL MANAGER ☎️+2347039574182 OR WHAT'SAPP  https://t.co/bUQI4mb77z #Klever #QuickOne Paul Pogba #OmahLay #DontGetComplacent #5DaysBanking #Belanjawan2021 #AEWFullGear #  https://t.co/vUzNXG5ASZ,0.244,0.687,0.069,-0.7819,todays fixed matches available odd 1001 chance losing call mr sabastine regional manager ☎️2347039574182 whatsapp klever quickone paul pogba omahlay dontgetcomplacent 5daysbanking belanjawan2021 aewfullgear
631,16/11/2020,"The platonic ideal of a long turd, with a small fragment to its right #mondaythoughts #GreatReset #fourseasonslandscaping #ปกป้องน้องข้าวหอม #COVID19 #shapeshiftingcreep #وليد_المعلم #UKlockdown #HurricaneIota #SamuelPaty #ProphetMuhammad #Belanjawan2021 #ToryIncompetence",0,0.876,0.124,0.5267,platonic ideal long turd small fragment right mondaythoughts greatreset fourseasonslandscaping ปกป้องน้องข้าวหอม covid19 shapeshiftingcreep وليدالمعلم uklockdown hurricaneiota samuelpaty prophetmuhammad belanjawan2021 toryincompetence
632,16/11/2020,22:00   Hubby: How to take out the 10k from KWSP?  Me: I think it's just a suggestion. Have to wait till the Belanjawan Malaysia 2021 announce.  Me: How much do you think I'm gonna ask for if you got your 10k?  Hubby: 5k?,0,1,0,0,2200 hubby take 10k kwsp think suggestion wait till belanjawan malaysia 2021 announce much think im gonna ask got 10k hubby 5k
633,16/11/2020,"Career opportunities at Norwegian Refugee Council (NRC) for Drivers, Finance Technical Officers and Education Project Officers   https://t.co/at4nLOkmGY  Hapa #JusticeForAishwarya #junglepeopleschoice #Austria #Belanjawan2021 #DelayMDCAT2020 Turkish #brackenfellhigh",0,0.902,0.098,0.3818,career opportunities norwegian refugee council nrc drivers finance technical officers education project officers hapa justiceforaishwarya junglepeopleschoice austria belanjawan2021 delaymdcat2020 turkish brackenfellhigh
634,16/11/2020,The management of Akwa Ibom State Polytechnic has declared a lecture free week to enable their students to participate in the 'students week' which will take effects From Monday 16th November 2020 till 20th November 2020. #SUG #Belanjawan2021  https://t.co/Do0iaNhybX,0,0.918,0.082,0.5106,management akwa ibom state polytechnic declared lecture free week enable students participate students week take effects monday 16th november 2020 till 20th november 2020 sug belanjawan2021
635,16/11/2020,Supercheat day! #belanjawan2021  https://t.co/wo3yvkdrrW,0,1,0,0,supercheat day belanjawan2021
636,16/11/2020,Na just 2 normal people remain for this country 😂 #banfireworks #Belanjawan2021 #  https://t.co/HxHXCeclsg,0,1,0,0,na 2 normal people remain country 😂 banfireworks belanjawan2021
637,16/11/2020,SECURITY GUARD/GATEMAN MGT AND EMERGENCY RESPONSE SUPPORT SERVICE call me 08039456424.  #Security #bosindelive  #Belanjawan2021,0.159,0.526,0.314,0.4995,security guardgateman mgt emergency response support service call 08039456424 security bosindelive belanjawan2021
638,16/11/2020,So now the government threatening the Rakyat? @tzafrul_aziz Can you tell me what your deputies had done so far? How many Malaysian do even know about them? Why don’t you scrap deputy ministers positions in the cabinet and use the money to the Rakyat. #Belanjawan2021,0.082,0.918,0,-0.6046,government threatening rakyat tzafrulaziz tell deputies done far many malaysian even know dont scrap deputy ministers positions cabinet use money rakyat belanjawan2021
639,16/11/2020,@501Awani rubbish! #PakatanHarapan can make a much better budget that will make up for all the lack Perikatan Nasional put the country through this whole year.. Tolak #Belanjawan2021 and #JanganUndiPN at #PU15 #GE15,0.065,0.845,0.09,0.2244,501awani rubbish pakatanharapan make much better budget make lack perikatan nasional put country whole year tolak belanjawan2021 janganundipn pu15 ge15
640,16/11/2020,"@501Awani Now playing ""sympathy game"" using Government officers @tzafrul_aziz @MuhyiddinYassin ? #KerajaaPintuBelakang is pathetic!  Tolak #Belanjawan2021 @pakatanharapan_",0.174,0.611,0.216,-0.1759,501awani playing sympathy game using government officers tzafrulaziz muhyiddinyassin kerajaapintubelakang pathetic tolak belanjawan2021 pakatanharapan
641,16/11/2020,"#Belanjawan2021 should be inclusive, rakyat focused &amp; able to cater to the different segments of society. Everyone has been impacted by #COVID19. Funds should be allocated to sustain, recover &amp; empower its people. Not for a few.",0,0.931,0.069,0.3818,belanjawan2021 inclusive rakyat focused able cater different segments society everyone impacted covid19 funds allocated sustain recover empower people
642,16/11/2020,Yang untuk first-time buyers tu ons! #Belanjawan2021,0,1,0,0,yang untuk firsttime buyers tu ons belanjawan2021
644,15/11/2020," https://t.co/GDn355Gito   Nigeria first made electric car, charging with just 316 naira with 7 hours journey.  #AskWizkid  #Belanjawan2021  #BabaKaDhabha  #5DaysBanking  #firstelectriccar",0,1,0,0,nigeria first made electric car charging 316 naira 7 hours journey askwizkid belanjawan2021 babakadhabha 5daysbanking firstelectriccar
645,15/11/2020,It is disgusting how patients are dying like flies because of the ongoing doctors strike and the   both the county &amp; national government are not taking any fruitful action. #SayNoToSocialMediaBill #DowningStreetBriefing #EndUncertaintyICAI #CancelTheLockdown #Belanjawan2021,0.128,0.807,0.065,-0.34,disgusting patients dying like flies ongoing doctors strike county national government taking fruitful action saynotosocialmediabill downingstreetbriefing enduncertaintyicai cancelthelockdown belanjawan2021
646,15/11/2020,"Job Vacancies at Somotex Nigeria Limited   Location: Lagos   Deadline: 27th November, 2020  Click link to Apply: https://t.co/r7WfYe3S4M via @Pinnaclereports   #Belanjawan2021 #5DaysBanking #ASUU #JobSeekersSA #JobsReset #Jobs",0.073,0.927,0,-0.2263,job vacancies somotex nigeria limited location lagos deadline 27th november 2020 click link apply via pinnaclereports belanjawan2021 5daysbanking asuu jobseekerssa jobsreset jobs
647,15/11/2020,"Watching this kupasan for tonight #Belanjawan2021   With YB @howardlee_my , @SangethaJ , @naqilahm12 and @faridsainuri  https://t.co/UXTVQm9Jk8",0,1,0,0,watching kupasan tonight belanjawan2021 yb howardleemy sangethaj naqilahm12 faridsainuri
648,15/11/2020,Crazy week doing research on Belanjawan 2021. Finished 7 assignments for the past 2 days. Just a nice rainy evening to end the week perfectly.  Alhamdulillah.  https://t.co/GiSwR8tMF2,0.121,0.651,0.228,0.6486,crazy week research belanjawan 2021 finished 7 assignments past 2 days nice rainy evening end week perfectly alhamdulillah
649,15/11/2020,"Food Security and Livelihood (FSL) Officer at Premiere Urgence Internationale (PUI)  Deadline  25th November, 2020.  Click link to Apply: https://t.co/SUiQf1VIkB via @Pinnaclereports   #Belanjawan2021 #DontGetComplacent #Budget2021 #EndUncertaintyICAI #ElectionDay #JusticeForAish",0,0.861,0.139,0.4939,food security livelihood fsl officer premiere urgence internationale pui deadline 25th november 2020 click link apply via pinnaclereports belanjawan2021 dontgetcomplacent budget2021 enduncertaintyicai electionday justiceforaish
650,15/11/2020,2015 Volkswagen Golf 7 1.4 Tsi comfortline with 152 200km and a full service history. Available for R209 950/R4200pm with NO DEPOSIT. Please leave us your WhatsApp number for finance application.  #Bushiriescaped #Belanjawan2021 #Budget2021 #DJSBU  https://t.co/RxKzB4yhEp,0.11,0.795,0.095,-0.1363,2015 volkswagen golf 7 14 tsi comfortline 152 200km full service history available r209 950r4200pm deposit please leave us whatsapp number finance application bushiriescaped belanjawan2021 budget2021 djsbu
651,15/11/2020,"Time to destroy our final lifeline in curving covid, come everyone let's go travel HAHA. #Belanjawan2021",0.165,0.659,0.176,0.0601,time destroy final lifeline curving covid come everyone lets go travel haha belanjawan2021
652,15/11/2020,All eyes on the passing of Budget 2021  https://t.co/amQeyabMVc #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/DrbdXK4eZE  https://t.co/IZQLr1X5d6,0,1,0,0,eyes passing budget 2021 belanjawan2021 budget2021 bernamabudget21
653,15/11/2020,All eyes on the passing of Budget 2021  https://t.co/rgxhpAKBDK #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/YE6mUZyUFy  https://t.co/2qqn234bjo,0,1,0,0,eyes passing budget 2021 belanjawan2021 budget2021 bernamabudget21
654,15/11/2020,Be financially secured  Ws me to know more &gt;&gt;  https://t.co/UQPXOwVahJ  #bahartakaful #covid19 #belanjawan2021 #thahaasociates #hibahtakaful #penana #simpananselamat #financialplanning #penguusankewangan #pengurusanhu #keman #cacatkekalsepenuhnya  https://t.co/P6DiK437dK,0,0.891,0.109,0.4019,financially secured ws know gtgt bahartakaful covid19 belanjawan2021 thahaasociates hibahtakaful penana simpananselamat financialplanning penguusankewangan pengurusanhu keman cacatkekalsepenuhnya
655,15/11/2020,This bank account by @rumpletheskin is a scam @officialEFCC account number : 0244716226 Wema bank @wemabank Nosirudeen Adams. #JusticeforPelumi #SaturdayThoughts #VibeWithRymesEp #Belanjawan2021,0.161,0.783,0.057,-0.5267,bank account rumpletheskin scam officialefcc account number 0244716226 wema bank wemabank nosirudeen adams justiceforpelumi saturdaythoughts vibewithrymesep belanjawan2021
656,15/11/2020,PN trying to defend Belanjawan 2021 without the amendments  https://t.co/i75VWt2Cq9,0,1,0,0,pn trying defend belanjawan 2021 without amendments
657,15/11/2020,"Why are people acting like if #belanjawan2021 is not approved, there won't be any funds or spending for the next year?  If that's the case, my departmental budget would've finished last July when it was first rejected.",0.134,0.807,0.059,-0.4822,people acting like belanjawan2021 approved wont funds spending next year thats case departmental budget wouldve finished last july first rejected
658,15/11/2020,@fmtoday I think it's more to put the blame on opponents of Belanjawan 2021 by not paying the penjawats &amp; frontliners. Were there not instances the govt spending monies that were not even budgeted.,0.07,0.93,0,-0.34,fmtoday think put blame opponents belanjawan 2021 paying penjawats frontliners instances govt spending monies even budgeted
659,15/11/2020,"@bernamadotcom @tzafrul_aziz Actually i think they are tryin to say, if belanjawan 2021 tak lulus, gaji menteri, pa, cybertroopers tak dapat dibayar...So if they get paid, frontlinners will get paid, InsyAllah",0,1,0,0,bernamadotcom tzafrulaziz actually think tryin say belanjawan 2021 tak lulus gaji menteri pa cybertroopers tak dapat dibayarso get paid frontlinners get paid insyallah
660,15/11/2020,"Great. Thinking like a banker, maximizing profits for BODs - expecting a huge year end bonus. Should have stayed as a banker, tone deaf to bipartisan policies.  #Belanjawan2021 #finance  https://t.co/Z4FyTtESgW",0,0.579,0.421,0.936,great thinking like banker maximizing profits bods expecting huge year end bonus stayed banker tone deaf bipartisan policies belanjawan2021 finance
662,15/11/2020,i had a dream that belanjawan 2021 diluluskan jeez what a nightmare,0,0.8,0.2,0.25,dream belanjawan 2021 diluluskan jeez nightmare
663,15/11/2020,Doesn't this mean that he's urging Belanjawan2021 to be approved?,0,0.763,0.237,0.4215,doesnt mean hes urging belanjawan2021 approved
664,15/11/2020,MY government is really turning into a good bunch of wankers. 🙄🙄🙄 #Belanjawan2021,0,0.777,0.223,0.4877,government really turning good bunch wankers 🙄🙄🙄 belanjawan2021
665,15/11/2020,Watch the full video here:  https://t.co/ZA8KJcGpfM #Belanjawan2021 #budget2021,0,1,0,0,watch full video belanjawan2021 budget2021
666,15/11/2020,What will happen if the #Belanjawan2021 doesn’t get approved? Were there any time in history that such thing happened before?   Anyone can please help answer this question?,0,0.742,0.258,0.8095,happen belanjawan2021 doesnt get approved time history thing happened anyone please help answer question
667,15/11/2020,"I don’t hear @tzafrul_aziz saying gaji menteri cannot be paid kalau belanjawan 2021 tak diluluskan? A true coward, born amongst cronies. Just resign man, what would you know? Bekas boss of the shittiest bank in Malaysia",0.236,0.698,0.065,-0.8105,dont hear tzafrulaziz saying gaji menteri cannot paid kalau belanjawan 2021 tak diluluskan true coward born amongst cronies resign man would know bekas boss shittiest bank malaysia
668,15/11/2020,"This is low, Finance Minister.  Response to #Belanjawan2021 disgruntlement shld not be to use first responders &amp; health workers as leverage. That's despicable. U shld hve responded instead w ""Work with me &amp; help find a better deal for Msians"".   Tht's leadership. @tzafrul_aziz",0.047,0.828,0.125,0.5423,low finance minister response belanjawan2021 disgruntlement shld use first responders health workers leverage thats despicable u shld hve responded instead w work help find better deal msians thts leadership tzafrulaziz
669,15/11/2020,On the flipside; Record Unemployment/loss of businesses not properly addressed Cybertrooper Windfall of RM85 million Weakening tourism Industry not addressed Automatic Moratorium not given  So how does one conscientiously pass the #Belanjawan2021 bill?,0.067,0.933,0,-0.3182,flipside record unemploymentloss businesses properly addressed cybertrooper windfall rm85 million weakening tourism industry addressed automatic moratorium given one conscientiously pass belanjawan2021 bill
670,14/11/2020,FREE !!! Make at least $50-$100 daily on the forex market !!!!  This is a legit way of making some cash to satisfy your needs especially in a time like this .....JOIN NOW few slots left   👇🏾Join here for one week free training: 👇🏾   https://t.co/HZHDwFc6ZJ  #Belanjawan2021 #Black,0,0.742,0.258,0.9356,free make least 50100 daily forex market legit way making cash satisfy needs especially time like join slots left 👇🏾join one week free training 👇🏾 belanjawan2021 black
671,14/11/2020,🔅Sweden vs Crotia 🔅Spain vs Switzerland 🔅Portugal vs France 🔅Germany vs Ukraine Beautiful evening of football. Which one will be watching?? #BetterTogether #SaturdayThought #Belanjawan2021 #TachaTitansFM,0,0.849,0.151,0.644,🔅sweden vs crotia 🔅spain vs switzerland 🔅portugal vs france 🔅germany vs ukraine beautiful evening football one watching bettertogether saturdaythought belanjawan2021 tachatitansfm
672,14/11/2020,"@JoelOsteen Make money online, legit business opportunity for you that will get fresh and active leads for you,  https://t.co/SajoZHELgd  #Davido #Wizkid #cash #wealth #trading #lifestyle #rich #life #millionaire  #free #moneysalve #Belanjawan2021 #TrumpConcede #MotivationalQuotes",0,0.794,0.206,0.7783,joelosteen make money online legit business opportunity get fresh active leads davido wizkid cash wealth trading lifestyle rich life millionaire free moneysalve belanjawan2021 trumpconcede motivationalquotes
673,14/11/2020,🗣Our hearts are with those battling Diabetes on this world diabetes day. We pray for income to treat and change of lifestyle. For young people early detection is key. Stay safe. #Awareness #ArrestSiphoPhillipNgobese #Belanjawan2021 #BidenHarris2020ToSaveAmerica,0.051,0.756,0.193,0.7003,🗣our hearts battling diabetes world diabetes day pray income treat change lifestyle young people early detection key stay safe awareness arrestsiphophillipngobese belanjawan2021 bidenharris2020tosaveamerica
674,14/11/2020,fitnah or not but we all know u didnt do ur job very well. i wonder why there is no bantuan pelajar ipt in belanjawan 2021? u never fight for it? what is ur reason? we all need to know makcik. so please resigned if u feel u r not capable dgn tanggungjawab yg besar ni ye bye,0.131,0.709,0.16,0.4402,fitnah know u didnt ur job well wonder bantuan pelajar ipt belanjawan 2021 u never fight ur reason need know makcik please resigned u feel u r capable dgn tanggungjawab yg besar ni ye bye
675,14/11/2020,Take it from someone whose walking the talk @NajibRazak #Belanjawan2021 must be for the #rakyat not bankers or someone's political interest! #revisebelanjawan2021  https://t.co/X9DcGP4ujl,0,0.87,0.13,0.5093,take someone whose walking talk najibrazak belanjawan2021 must rakyat bankers someones political interest revisebelanjawan2021
676,14/11/2020,"Following hours of mulling and deliberations, BAN has issued 20th November as the closing date of dating in 2020. However, interested guys can hang out with singletons pending when dating reopens. We sincerely regret any inconvenience this might cost you. #Belanjawan2021  #CA",0.184,0.706,0.111,-0.5904,following hours mulling deliberations ban issued 20th november closing date dating 2020 however interested guys hang singletons pending dating reopens sincerely regret inconvenience might cost belanjawan2021 ca
677,14/11/2020,Brickbats please send to donkhairul@gmail.com #staysafe #bajetmalaysia #belanjawan2021 #innovationliteracy #celikinovasi,0,0.796,0.204,0.3182,brickbats please send donkhairulgmailcom staysafe bajetmalaysia belanjawan2021 innovationliteracy celikinovasi
678,14/11/2020,My Non-Monetary Wishlist for Malaysia Belanjawan 2021/2022  A thread ⬇️  https://t.co/EKuupl9KBd,0,1,0,0,nonmonetary wishlist malaysia belanjawan 20212022 thread ⬇️
679,14/11/2020,wow so belanjawan 2021 membantu rakyat and its a no brainer not to accept it,0.229,0.573,0.198,0.1068,wow belanjawan 2021 membantu rakyat brainer accept
680,14/11/2020,FOR SALE: 4 Bedroom Luxury Terrace @ 2nd Toll Lekki.  Price: NGN42m.  Title: Governor's Consent 6MONTHS payment plan @ zero interest. DM for site inspection today. #RealEstateNews #realestatemarket #investors #BabaKaDhaba #Belanjawan2021 #0211w #AbujaTwitterCommunity  https://t.co/KgA1gv2eIP,0,0.855,0.145,0.5994,sale 4 bedroom luxury terrace 2nd toll lekki price ngn42m title governors consent 6months payment plan zero interest dm site inspection today realestatenews realestatemarket investors babakadhaba belanjawan2021 0211w abujatwittercommunity
681,14/11/2020,Hi   i hope the below will suffice.    LET US BECOME PARTNERS IN WEALTH CREATION! Find out How I make over $200 - $2400 daily and more through Bitcoin!  MiWealth. Our primary goal is eradicate poverty   https://t.co/9g8f1Smb5V #EndSARS #Belanjawan2021 #BidenHarris2020,0.072,0.703,0.225,0.7876,hi hope suffice let us become partners wealth creation find make 200 2400 daily bitcoin miwealth primary goal eradicate poverty endsars belanjawan2021 bidenharris2020
